fotograma,tipo_objeto,confianza,id_tracking,x1,y1,x2,y2,matricula_en_su_caso,conf_matricula,mx1,my1,mx2,my2,texto_matricula
122,matricula,0.9417189359664917,122,1360,821,1564,867,True,0.9417189359664917,1360,821,1564,867,'M15fi73979
122,matricula,0.28774476051330566,122,1857,423,1920,484,True,0.28774476051330566,1857,423,1920,484,PETER
123,matricula,0.8300424218177795,123,1337,821,1534,866,True,0.8300424218177795,1337,821,1534,866,'KR5f[123979
123,matricula,0.31115472316741943,123,1857,425,1920,485,True,0.31115472316741943,1857,425,1920,485,TER
124,matricula,0.9315147399902344,124,1310,821,1501,864,True,0.9315147399902344,1310,821,1501,864,'KR5S[i7s99
124,matricula,0.3734256327152252,124,1857,425,1920,485,True,0.3734256327152252,1857,425,1920,485,FTER
125,matricula,0.8852811455726624,125,1295,817,1474,861,True,0.8852811455726624,1295,817,1474,861,HRSTTi23919
125,matricula,0.2929389774799347,125,1856,425,1920,485,True,0.2929389774799347,1856,425,1920,485,ATER
126,matricula,0.7685568332672119,126,1264,819,1449,860,True,0.7685568332672119,1264,819,1449,860,'H3[sng
126,matricula,0.38538822531700134,126,1856,424,1920,485,True,0.38538822531700134,1856,424,1920,485,GTER
127,matricula,0.8334879875183105,127,1249,816,1424,859,True,0.8334879875183105,1249,816,1424,859,AR5Ti7s979
127,matricula,0.5183009505271912,127,1856,427,1920,484,True,0.5183009505271912,1856,427,1920,484,PTER
128,matricula,0.8701308965682983,128,1229,817,1399,857,True,0.8701308965682983,1229,817,1399,857,'HR5Tš9T9
128,matricula,0.5273284912109375,128,1855,427,1920,484,True,0.5273284912109375,1855,427,1920,484,PTER
129,matricula,0.8607994914054871,129,1211,817,1377,857,True,0.8607994914054871,1211,817,1377,857,KRST12J919
129,matricula,0.542627215385437,129,1853,424,1920,485,True,0.542627215385437,1853,424,1920,485,GTER
130,matricula,0.7941591739654541,130,1201,815,1357,856,True,0.7941591739654541,1201,815,1357,856,HRS71Z3919
130,matricula,0.5420644283294678,130,1853,423,1920,486,True,0.5420644283294678,1853,423,1920,486,PTER
130,matricula,0.2889474928379059,130,379,888,424,921,True,0.2889474928379059,379,888,424,921,
131,matricula,0.7733340263366699,131,1181,815,1340,854,True,0.7733340263366699,1181,815,1340,854,KR5T723919
131,matricula,0.5606849193572998,131,1853,425,1920,486,True,0.5606849193572998,1853,425,1920,486,GTER
132,matricula,0.843661904335022,132,1160,814,1322,853,True,0.843661904335022,1160,814,1322,853,HR5T1ZJ919
132,matricula,0.5529211759567261,132,1853,426,1920,486,True,0.5529211759567261,1853,426,1920,486,PTER
133,matricula,0.8547472953796387,133,1154,814,1302,851,True,0.8547472953796387,1154,814,1302,851,HR5T239D9
133,matricula,0.5306662321090698,133,1853,425,1920,486,True,0.5306662321090698,1853,425,1920,486,GTER
134,matricula,0.7936482429504395,134,1133,815,1281,852,True,0.7936482429504395,1133,815,1281,852,KR57zJ919
134,matricula,0.5634143352508545,134,1853,426,1920,486,True,0.5634143352508545,1853,426,1920,486,RTER
135,matricula,0.8947123289108276,135,1115,815,1262,851,True,0.8947123289108276,1115,815,1262,851,HR57lzs9 19
135,matricula,0.6291170716285706,135,1853,426,1920,486,True,0.6291170716285706,1853,426,1920,486,GTER
136,matricula,0.6686313152313232,136,1102,817,1250,851,True,0.6686313152313232,1102,817,1250,851,HR5tñ91g
136,matricula,0.6234967112541199,136,1853,426,1920,487,True,0.6234967112541199,1853,426,1920,487,FTER
137,matricula,0.6580323576927185,137,1853,429,1920,486,True,0.6580323576927185,1853,429,1920,486,PTER
137,matricula,0.5831725597381592,137,1089,816,1232,851,True,0.5831725597381592,1089,816,1232,851,HR5TIs979
138,matricula,0.7661385536193848,138,1075,814,1222,848,True,0.7661385536193848,1075,814,1222,848,HR5T623979
138,matricula,0.6351488828659058,138,1853,427,1920,487,True,0.6351488828659058,1853,427,1920,487,FTER
139,matricula,0.6501896977424622,139,1853,428,1920,486,True,0.6501896977424622,1853,428,1920,486,GTER
139,matricula,0.634050190448761,139,1059,817,1206,848,True,0.634050190448761,1059,817,1206,848,KR5Ti/š919
140,matricula,0.6644025444984436,140,1051,816,1190,850,True,0.6644025444984436,1051,816,1190,850,Hr5t/J9n9
140,matricula,0.6241483688354492,140,1854,430,1920,486,True,0.6241483688354492,1854,430,1920,486,FTER
141,matricula,0.5242298245429993,141,1854,430,1920,486,True,0.5242298245429993,1854,430,1920,486,FTER
141,matricula,0.39309263229370117,141,1036,818,1178,847,True,0.39309263229370117,1036,818,1178,847,#Rsilä{g
142,matricula,0.6647233366966248,142,1854,427,1920,486,True,0.6647233366966248,1854,427,1920,486,PTER
142,matricula,0.6122956275939941,142,1028,817,1159,847,True,0.6122956275939941,1028,817,1159,847,H15Tizssng
143,matricula,0.5852210521697998,143,1853,431,1920,486,True,0.5852210521697998,1853,431,1920,486,PETER
143,matricula,0.508125901222229,143,1012,816,1148,847,True,0.508125901222229,1012,816,1148,847,KR5Ti23919
144,matricula,0.494956910610199,144,1853,431,1920,487,True,0.494956910610199,1853,431,1920,487,PTER
144,matricula,0.32939034700393677,144,1003,816,1139,849,True,0.32939034700393677,1003,816,1139,849,Hi57zs91g
145,matricula,0.44906866550445557,145,1854,431,1920,487,True,0.44906866550445557,1854,431,1920,487,PETER
145,matricula,0.4342774748802185,145,990,814,1122,847,True,0.4342774748802185,990,814,1122,847,Hxi51lžs9ng
145,matricula,0.31339043378829956,145,1255,884,1348,912,True,0.31339043378829956,1255,884,1348,912,a('M6620
146,matricula,0.7364364862442017,146,1273,885,1360,912,True,0.7364364862442017,1273,885,1360,912,J 'Mth ?[
146,matricula,0.5504345893859863,146,981,815,1111,847,True,0.5504345893859863,981,815,1111,847,K57ius1g
146,matricula,0.4756954610347748,146,1854,429,1920,487,True,0.4756954610347748,1854,429,1920,487,RTER
147,matricula,0.8902292251586914,147,1276,884,1368,914,True,0.8902292251586914,1276,884,1368,914,4l' 'MT{n : [K
147,matricula,0.36778590083122253,147,962,816,1095,846,True,0.36778590083122253,962,816,1095,846,Hk5TJs9
147,matricula,0.3556984066963196,147,1854,429,1920,487,True,0.3556984066963196,1854,429,1920,487,RTER
147,matricula,0.2616932988166809,147,411,898,462,931,True,0.2616932988166809,411,898,462,931,
148,matricula,0.5217590928077698,148,1292,886,1379,915,True,0.5217590928077698,1292,886,1379,915,JlMtúf ?0
148,matricula,0.3847719132900238,148,1854,429,1920,486,True,0.3847719132900238,1854,429,1920,486,GTER
149,matricula,0.7446392774581909,149,1297,887,1388,915,True,0.7446392774581909,1297,887,1388,915,4l'MYfí:(4
149,matricula,0.3127751052379608,149,942,814,1072,846,True,0.3127751052379608,942,814,1072,846,HiR57izJ919
149,matricula,0.28967025876045227,149,416,901,465,931,True,0.28967025876045227,416,901,465,931,
149,matricula,0.25412753224372864,149,1853,432,1920,486,True,0.25412753224372864,1853,432,1920,486,PTER
150,matricula,0.799599826335907,150,1309,887,1401,916,True,0.799599826335907,1309,887,1401,916,416'M162(
150,matricula,0.37354210019111633,150,416,903,467,932,True,0.37354210019111633,416,903,467,932,
151,matricula,0.6316540241241455,151,1318,888,1410,917,True,0.6316540241241455,1318,888,1410,917,Iltge?t
151,matricula,0.4270729124546051,151,417,905,467,933,True,0.4270729124546051,417,905,467,933,
152,matricula,0.7324849367141724,152,1332,887,1424,918,True,0.7324849367141724,1332,887,1424,918,Ikv6??
152,matricula,0.409313827753067,152,417,905,468,933,True,0.409313827753067,417,905,468,933,
152,matricula,0.2621646225452423,152,913,818,1044,847,True,0.2621646225452423,913,818,1044,847,H57ii39g
153,matricula,0.4678024351596832,153,1342,887,1437,921,True,0.4678024351596832,1342,887,1437,921,IèMhé?:2
153,matricula,0.46188288927078247,153,420,905,468,933,True,0.46188288927078247,420,905,468,933,
154,matricula,0.5098108649253845,154,1354,893,1451,927,True,0.5098108649253845,1354,893,1451,927,I(#y6?:e
154,matricula,0.47779378294944763,154,426,906,468,933,True,0.47779378294944763,426,906,468,933,
155,matricula,0.48767346143722534,155,428,906,470,933,True,0.48767346143722534,428,906,470,933,
155,matricula,0.39160504937171936,155,1367,895,1464,926,True,0.39160504937171936,1367,895,1464,926,((Tpyfs;a
155,matricula,0.28145864605903625,155,1850,431,1920,486,True,0.28145864605903625,1850,431,1920,486,PETER
155,matricula,0.26105377078056335,155,889,817,1016,849,True,0.26105377078056335,889,817,1016,849,#5izsgig
156,matricula,0.6123852729797363,156,429,906,474,934,True,0.6123852729797363,429,906,474,934,
156,matricula,0.5126537680625916,156,1378,893,1476,930,True,0.5126537680625916,1378,893,1476,930,{trf?âpl
157,matricula,0.7294976115226746,157,1392,895,1494,927,True,0.7294976115226746,1392,895,1494,927,A Ye63o
157,matricula,0.49044495820999146,157,429,906,477,935,True,0.49044495820999146,429,906,477,935,
157,matricula,0.2946283519268036,157,1850,424,1920,486,True,0.2946283519268036,1850,424,1920,486,PETER
158,matricula,0.46413999795913696,158,1407,893,1505,929,True,0.46413999795913696,1407,893,1505,929,((1y6651l
158,matricula,0.4383406937122345,158,431,905,481,935,True,0.4383406937122345,431,905,481,935,
158,matricula,0.2878890037536621,158,1849,424,1920,484,True,0.2878890037536621,1849,424,1920,484,RTER
159,matricula,0.5147077441215515,159,1425,893,1526,930,True,0.5147077441215515,1425,893,1526,930,i{1tfg;9
159,matricula,0.46049290895462036,159,433,905,487,935,True,0.46049290895462036,433,905,487,935,
159,matricula,0.2696859836578369,159,1849,420,1920,485,True,0.2696859836578369,1849,420,1920,485,RTER
160,matricula,0.625791609287262,160,1437,897,1542,929,True,0.625791609287262,1437,897,1542,929,IL1n766325
160,matricula,0.4258646070957184,160,436,906,490,935,True,0.4258646070957184,436,906,490,935,
160,matricula,0.2813374400138855,160,1849,421,1920,485,True,0.2813374400138855,1849,421,1920,485,RTER
161,matricula,0.5963535308837891,161,1452,898,1555,932,True,0.5963535308837891,1452,898,1555,932,2Gyfej01
161,matricula,0.32558900117874146,161,440,907,491,936,True,0.32558900117874146,440,907,491,936,
161,matricula,0.2859392464160919,161,1849,419,1920,485,True,0.2859392464160919,1849,419,1920,485,FTER
162,matricula,0.6553723812103271,162,1469,901,1574,932,True,0.6553723812103271,1469,901,1574,932,4ag1y66311
162,matricula,0.5323587656021118,162,444,906,492,934,True,0.5323587656021118,444,906,492,934,
162,matricula,0.2663111388683319,162,1852,420,1920,485,True,0.2663111388683319,1852,420,1920,485,FTER
163,matricula,0.6484518647193909,163,1486,903,1592,933,True,0.6484518647193909,1486,903,1592,933,4/G1Aye631/
163,matricula,0.5374190807342529,163,449,906,493,933,True,0.5374190807342529,449,906,493,933,
163,matricula,0.2508174479007721,163,1852,416,1920,485,True,0.2508174479007721,1852,416,1920,485,FTER
164,matricula,0.6835143566131592,164,452,906,498,934,True,0.6835143566131592,452,906,498,934,
164,matricula,0.36045464873313904,164,1502,904,1610,935,True,0.36045464873313904,1502,904,1610,935,14014y6630
165,matricula,0.5532810091972351,165,455,905,507,935,True,0.5532810091972351,455,905,507,935,
165,matricula,0.4980640411376953,165,1521,906,1630,937,True,0.4980640411376953,1521,906,1630,937,K1p1tyg639
166,matricula,0.8225334882736206,166,1538,906,1648,939,True,0.8225334882736206,1538,906,1648,939,K40)1y6630
166,matricula,0.4813743233680725,166,457,906,513,935,True,0.4813743233680725,457,906,513,935,
167,matricula,0.9238268136978149,167,1556,909,1668,941,True,0.9238268136978149,1556,909,1668,941,011Y6631
167,matricula,0.35316920280456543,167,804,809,905,837,True,0.35316920280456543,804,809,905,837,5onng
167,matricula,0.34501516819000244,167,463,906,516,935,True,0.34501516819000244,463,906,516,935,
168,matricula,0.8368033766746521,168,1577,910,1692,943,True,0.8368033766746521,1577,910,1692,943,40}9y6630]
168,matricula,0.42784953117370605,168,467,905,518,934,True,0.42784953117370605,467,905,518,934,
168,matricula,0.28802236914634705,168,794,809,899,838,True,0.28802236914634705,794,809,899,838,5518o7g
169,matricula,0.822289228439331,169,1599,912,1715,945,True,0.822289228439331,1599,912,1715,945,Ka019y6630'
169,matricula,0.48681923747062683,169,476,906,524,936,True,0.48681923747062683,476,906,524,936,
169,matricula,0.35011914372444153,169,791,807,894,838,True,0.35011914372444153,791,807,894,838,75t27y
170,matricula,0.5225962400436401,170,1621,917,1742,947,True,0.5225962400436401,1621,917,1742,947,011y6630
170,matricula,0.3519185483455658,170,478,906,532,937,True,0.3519185483455658,478,906,532,937,
171,matricula,0.6246178150177002,171,1644,919,1765,955,True,0.6246178150177002,1644,919,1765,955,4014y6630}
172,matricula,0.616072416305542,172,1667,919,1789,956,True,0.616072416305542,1667,919,1789,956,Kao14y6630}
173,matricula,0.541226863861084,173,1692,927,1817,959,True,0.541226863861084,1692,927,1817,959,Kao14y6630
174,matricula,0.6794496178627014,174,1716,930,1845,962,True,0.6794496178627014,1716,930,1845,962,Ka0twy6630}
174,matricula,0.255884051322937,174,1847,420,1920,485,True,0.255884051322937,1847,420,1920,485,PTER
175,matricula,0.8356382250785828,175,1744,932,1868,963,True,0.8356382250785828,1744,932,1868,963,Kaoiky6630
176,matricula,0.9091578722000122,176,1771,934,1898,967,True,0.9091578722000122,1771,934,1898,967,Kao1hy6630}
176,matricula,0.3337210714817047,176,511,905,565,943,True,0.3337210714817047,511,905,565,943,
177,matricula,0.702765941619873,177,1798,938,1920,976,True,0.702765941619873,1798,938,1920,976,Kaoiny663
177,matricula,0.3567829430103302,177,522,908,572,945,True,0.3567829430103302,522,908,572,945,
178,matricula,0.9458432197570801,178,1825,938,1918,978,True,0.9458432197570801,1825,938,1918,978,Kaoihye
178,matricula,0.40262994170188904,178,1830,923,1919,976,True,0.40262994170188904,1830,923,1919,976,motric
178,matricula,0.3369736075401306,178,524,910,581,949,True,0.3369736075401306,524,910,581,949,
178,matricula,0.2683171331882477,178,1865,897,1919,927,True,0.2683171331882477,1865,897,1919,927,
179,matricula,0.9612390398979187,179,1859,940,1919,982,True,0.9612390398979187,1859,940,1919,982,Kao1
179,matricula,0.40972036123275757,179,1859,919,1919,980,True,0.40972036123275757,1859,919,1919,980,motricu
179,matricula,0.3856986165046692,179,1847,425,1920,484,True,0.3856986165046692,1847,425,1920,484,FETER
179,matricula,0.3384077847003937,179,529,912,588,953,True,0.3384077847003937,529,912,588,953,
180,matricula,0.5299914479255676,180,537,915,594,954,True,0.5299914479255676,537,915,594,954,
180,matricula,0.5292897820472717,180,1847,425,1920,484,True,0.5292897820472717,1847,425,1920,484,FTER
180,matricula,0.33003222942352295,180,1892,941,1920,991,True,0.33003222942352295,1892,941,1920,991,
180,matricula,0.2762799859046936,180,1874,939,1920,994,True,0.2762799859046936,1874,939,1920,994,
181,matricula,0.6031500101089478,181,1847,427,1920,484,True,0.6031500101089478,1847,427,1920,484,PTER
181,matricula,0.28556063771247864,181,543,914,604,954,True,0.28556063771247864,543,914,604,954,
182,matricula,0.5930229425430298,182,1847,426,1920,484,True,0.5930229425430298,1847,426,1920,484,PTER
182,matricula,0.4112507998943329,182,547,918,611,955,True,0.4112507998943329,547,918,611,955,
183,matricula,0.6141343712806702,183,1847,426,1920,484,True,0.6141343712806702,1847,426,1920,484,GTER
183,matricula,0.4279097020626068,183,554,921,614,956,True,0.4279097020626068,554,921,614,956,
184,matricula,0.6417250633239746,184,1847,425,1920,485,True,0.6417250633239746,1847,425,1920,485,RTER
184,matricula,0.46090927720069885,184,563,921,623,957,True,0.46090927720069885,563,921,623,957,
185,matricula,0.6140711307525635,185,1847,426,1920,484,True,0.6140711307525635,1847,426,1920,484,GTER
185,matricula,0.4683179259300232,185,569,925,631,958,True,0.4683179259300232,569,925,631,958,
186,matricula,0.4860082268714905,186,1847,427,1920,484,True,0.4860082268714905,1847,427,1920,484,PETER
186,matricula,0.26507246494293213,186,577,925,637,959,True,0.26507246494293213,577,925,637,959,
187,matricula,0.44978874921798706,187,1847,426,1920,484,True,0.44978874921798706,1847,426,1920,484,PTER
188,matricula,0.6131525039672852,188,1847,426,1920,484,True,0.6131525039672852,1847,426,1920,484,PTER
189,matricula,0.5982954502105713,189,1847,427,1920,485,True,0.5982954502105713,1847,427,1920,485,FTER
190,matricula,0.5414945483207703,190,1848,422,1920,485,True,0.5414945483207703,1848,422,1920,485,PTER
190,matricula,0.34528711438179016,190,605,925,671,966,True,0.34528711438179016,605,925,671,966,
191,matricula,0.6408997178077698,191,615,927,681,968,True,0.6408997178077698,615,927,681,968,
191,matricula,0.43414729833602905,191,1847,423,1920,486,True,0.43414729833602905,1847,423,1920,486,PETER
192,matricula,0.70338374376297,192,623,925,687,968,True,0.70338374376297,623,925,687,968,
192,matricula,0.34577828645706177,192,1847,429,1920,485,True,0.34577828645706177,1847,429,1920,485,PTER
193,matricula,0.5232835412025452,193,631,928,700,973,True,0.5232835412025452,631,928,700,973,
194,matricula,0.38309457898139954,194,1847,426,1920,486,True,0.38309457898139954,1847,426,1920,486,PTER
195,matricula,0.7251889109611511,195,1809,999,1905,1051,True,0.7251889109611511,1809,999,1905,1051,
195,matricula,0.7118027210235596,195,648,928,720,975,True,0.7118027210235596,648,928,720,975,
195,matricula,0.4227842688560486,195,1847,424,1920,487,True,0.4227842688560486,1847,424,1920,487,FTER
196,matricula,0.7998208403587341,196,661,933,731,976,True,0.7998208403587341,661,933,731,976,
196,matricula,0.6323277354240417,196,1734,987,1823,1034,True,0.6323277354240417,1734,987,1823,1034,
196,matricula,0.5621639490127563,196,1847,425,1920,487,True,0.5621639490127563,1847,425,1920,487,GTER
197,matricula,0.742144763469696,197,670,935,739,976,True,0.742144763469696,670,935,739,976,
197,matricula,0.6029041409492493,197,1847,425,1920,487,True,0.6029041409492493,1847,425,1920,487,PTER
198,matricula,0.6532079577445984,198,1847,426,1920,487,True,0.6532079577445984,1847,426,1920,487,FTER
198,matricula,0.5902087092399597,198,1604,969,1684,1011,True,0.5902087092399597,1604,969,1684,1011,
198,matricula,0.4080078899860382,198,678,935,754,981,True,0.4080078899860382,678,935,754,981,
199,matricula,0.7669522762298584,199,1545,960,1627,1002,True,0.7669522762298584,1545,960,1627,1002,
199,matricula,0.6991750001907349,199,688,937,763,981,True,0.6991750001907349,688,937,763,981,
199,matricula,0.5231364965438843,199,1848,429,1920,487,True,0.5231364965438843,1848,429,1920,487,PTER
200,matricula,0.8045759201049805,200,1498,952,1576,995,True,0.8045759201049805,1498,952,1576,995,
200,matricula,0.4277667999267578,200,1849,429,1920,487,True,0.4277667999267578,1849,429,1920,487,PTER
200,matricula,0.2835920453071594,200,697,939,776,987,True,0.2835920453071594,697,939,776,987,
201,matricula,0.6003360748291016,201,1453,949,1526,987,True,0.6003360748291016,1453,949,1526,987,
201,matricula,0.47950366139411926,201,1849,430,1920,487,True,0.47950366139411926,1849,430,1920,487,PETER
201,matricula,0.46730244159698486,201,708,945,786,987,True,0.46730244159698486,708,945,786,987,
202,matricula,0.5083014369010925,202,1409,941,1482,982,True,0.5083014369010925,1409,941,1482,982,
202,matricula,0.39889466762542725,202,1850,432,1920,489,True,0.39889466762542725,1850,432,1920,489,PETER
202,matricula,0.29539334774017334,202,723,949,800,992,True,0.29539334774017334,723,949,800,992,
202,matricula,0.27734068036079407,202,1762,906,1826,928,True,0.27734068036079407,1762,906,1826,928,Kasi
203,matricula,0.43631288409233093,203,736,951,810,991,True,0.43631288409233093,736,951,810,991,
203,matricula,0.378221333026886,203,1371,936,1439,977,True,0.378221333026886,1371,936,1439,977,
203,matricula,0.29941028356552124,203,1849,435,1920,488,True,0.29941028356552124,1849,435,1920,488,PETER
203,matricula,0.25436803698539734,203,1784,906,1862,931,True,0.25436803698539734,1784,906,1862,931,Ka5ia]
204,matricula,0.6486911773681641,204,1335,934,1407,972,True,0.6486911773681641,1335,934,1407,972,
204,matricula,0.38256123661994934,204,747,950,826,999,True,0.38256123661994934,747,950,826,999,
205,matricula,0.42404812574386597,205,765,951,845,999,True,0.42404812574386597,765,951,845,999,
206,matricula,0.6844924688339233,206,773,955,857,1001,True,0.6844924688339233,773,955,857,1001,
206,matricula,0.43348628282546997,206,1272,926,1337,964,True,0.43348628282546997,1272,926,1337,964,
207,matricula,0.3721327781677246,207,1241,931,1309,961,True,0.3721327781677246,1241,931,1309,961,
207,matricula,0.3524988293647766,207,1863,909,1920,937,True,0.3524988293647766,1863,909,1920,937,
209,matricula,0.3481070399284363,209,821,957,905,1005,True,0.3481070399284363,821,957,905,1005,
209,matricula,0.2955796718597412,209,1850,435,1920,490,True,0.2955796718597412,1850,435,1920,490,PETER
227,matricula,0.3382619619369507,227,1849,433,1920,489,True,0.3382619619369507,1849,433,1920,489,RTER
228,matricula,0.3701043426990509,228,1849,433,1920,489,True,0.3701043426990509,1849,433,1920,489,PETER
229,matricula,0.44835618138313293,229,1850,433,1920,489,True,0.44835618138313293,1850,433,1920,489,ATER
230,matricula,0.4440730810165405,230,1850,432,1920,490,True,0.4440730810165405,1850,432,1920,490,FTER
231,matricula,0.4250039756298065,231,1850,433,1920,489,True,0.4250039756298065,1850,433,1920,489,FTER
232,matricula,0.4298818111419678,232,1849,430,1920,487,True,0.4298818111419678,1849,430,1920,487,PTER
233,matricula,0.5621449947357178,233,1848,430,1920,487,True,0.5621449947357178,1848,430,1920,487,PTER
234,matricula,0.4240672290325165,234,1850,431,1920,487,True,0.4240672290325165,1850,431,1920,487,PETER
235,matricula,0.42418521642684937,235,1850,431,1920,487,True,0.42418521642684937,1850,431,1920,487,PETER
236,matricula,0.3858208954334259,236,1850,430,1920,487,True,0.3858208954334259,1850,430,1920,487,PTER
237,matricula,0.3663853406906128,237,1850,430,1920,487,True,0.3663853406906128,1850,430,1920,487,PTER
238,matricula,0.3639647364616394,238,1849,433,1920,489,True,0.3639647364616394,1849,433,1920,489,PTER
241,matricula,0.39729154109954834,241,1848,436,1920,488,True,0.39729154109954834,1848,436,1920,488,PTER
242,matricula,0.36114898324012756,242,1848,437,1920,488,True,0.36114898324012756,1848,437,1920,488,FTER
243,matricula,0.4118264317512512,243,1849,436,1920,490,True,0.4118264317512512,1849,436,1920,490,FTER
244,matricula,0.40670478343963623,244,1848,438,1920,488,True,0.40670478343963623,1848,438,1920,488,RTER
245,matricula,0.3908812999725342,245,1850,438,1920,488,True,0.3908812999725342,1850,438,1920,488,PTER
247,matricula,0.4464968740940094,247,1848,437,1919,494,True,0.4464968740940094,1848,437,1919,494,PTER
248,matricula,0.5125257968902588,248,1847,436,1920,493,True,0.5125257968902588,1847,436,1920,493,FTER
249,matricula,0.4802871644496918,249,1848,436,1920,492,True,0.4802871644496918,1848,436,1920,492,FTER
250,matricula,0.390529066324234,250,1847,436,1920,494,True,0.390529066324234,1847,436,1920,494,FTER
251,matricula,0.4236680567264557,251,1847,437,1920,492,True,0.4236680567264557,1847,437,1920,492,RETER
252,matricula,0.2672753632068634,252,1849,434,1920,495,True,0.2672753632068634,1849,434,1920,495,RTER
254,matricula,0.2577100694179535,254,1847,440,1919,495,True,0.2577100694179535,1847,440,1919,495,GETER
258,matricula,0.5530291199684143,258,1779,932,1885,960,True,0.5530291199684143,1779,932,1885,960,KaaLCE
259,matricula,0.3641713857650757,259,1806,935,1914,963,True,0.3641713857650757,1806,935,1914,963,Kaoiu
261,matricula,0.6795971393585205,261,1865,941,1919,975,True,0.6795971393585205,1865,941,1919,975,
